"date","source","date_start","date_end","region","sub_region_1","cases","deaths_up_to_2022-03-31","deaths_after_2022-04-01","deaths","hosp_admissions","icu_admissions"
"2023-11-30",,"2020-01-01","2020-01-23","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-23","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-24","BC",,0,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-24","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-25","BC",,0,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-25","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-26","BC",,0,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-26","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-27","BC",,0,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-27","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-28","BC",,0,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Out of Canada",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-28","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-29","BC",,1,0,0,0,5,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Out of Canada",1,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-29","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-30","BC",,1,0,0,0,6,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Out of Canada",1,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-30","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-01-31","BC",,1,0,0,0,6,1
"2023-11-30",,"2020-01-01","2020-01-31","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-31","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-31","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-01-31","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-01-31","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-01-31","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-01","BC",,1,0,0,0,6,1
"2023-11-30",,"2020-01-01","2020-02-01","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-01","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-01","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-01","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-01","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-01","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-02","BC",,1,0,0,0,6,1
"2023-11-30",,"2020-01-01","2020-02-02","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-02","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-02","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-02","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-02","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-02","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-03","BC",,1,0,0,0,6,1
"2023-11-30",,"2020-01-01","2020-02-03","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-03","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-03","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-03","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-03","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-03","BC","Vancouver Coastal Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-04","BC",,1,0,0,0,7,1
"2023-11-30",,"2020-01-01","2020-02-04","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-04","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-04","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-04","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-04","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-04","BC","Vancouver Coastal Health",0,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-05","BC",,1,0,0,0,7,1
"2023-11-30",,"2020-01-01","2020-02-05","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-05","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-05","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-05","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-05","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-05","BC","Vancouver Coastal Health",0,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-06","BC",,2,0,0,0,7,1
"2023-11-30",,"2020-01-01","2020-02-06","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-06","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-06","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-06","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-06","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-06","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-07","BC",,2,0,0,0,7,1
"2023-11-30",,"2020-01-01","2020-02-07","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-07","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-07","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-07","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-07","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-07","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-08","BC",,2,0,0,0,7,1
"2023-11-30",,"2020-01-01","2020-02-08","BC","Fraser Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-08","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-08","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-08","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-08","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-08","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-09","BC",,2,0,0,0,8,1
"2023-11-30",,"2020-01-01","2020-02-09","BC","Fraser Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-09","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-09","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-09","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-09","BC","Out of Canada",1,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-09","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-10","BC",,4,0,0,0,8,1
"2023-11-30",,"2020-01-01","2020-02-10","BC","Fraser Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-10","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-10","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-10","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-10","BC","Out of Canada",3,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-10","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-11","BC",,4,0,0,0,8,1
"2023-11-30",,"2020-01-01","2020-02-11","BC","Fraser Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-11","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-11","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-11","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-11","BC","Out of Canada",3,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-11","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-12","BC",,4,0,0,0,8,1
"2023-11-30",,"2020-01-01","2020-02-12","BC","Fraser Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-12","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-12","BC","Island Health",0,0,0,0,0,0
"2023-11-30",,"2020-01-01","2020-02-12","BC","Northern Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-12","BC","Out of Canada",3,0,0,0,1,1
"2023-11-30",,"2020-01-01","2020-02-12","BC","Vancouver Coastal Health",1,0,0,0,3,0
"2023-11-30",,"2020-01-01","2020-02-13","BC",,4,0,0,0,8,1
"2023-11-30",,"2020-01-01","2020-02-13","BC","Fraser Health",0,0,0,0,2,0
"2023-11-30",,"2020-01-01","2020-02-13","BC","Interior Health",0,0,0,0,1,0
"2023-11-30",,"2020-01-01","2020-02-13","BC","Island Health",0,0,0,0,0,0
