"name","region","sub_region_1","date","value_daily"
"cases","NS","Western","2021-04-24",0
"cases","NS","Northern","2021-04-24",4
"cases","NS","Eastern","2021-04-24",4
"cases","NS","Central","2021-04-24",44
"cases","NS","Western","2021-04-25",2
"cases","NS","Northern","2021-04-25",1
"cases","NS","Eastern","2021-04-25",3
"cases","NS","Central","2021-04-25",57
"cases","NS","Western","2021-04-26",2
"cases","NS","Northern","2021-04-26",1
"cases","NS","Eastern","2021-04-26",3
"cases","NS","Central","2021-04-26",60
"cases","NS","Western","2021-04-27",2
"cases","NS","Northern","2021-04-27",1
"cases","NS","Eastern","2021-04-27",3
"cases","NS","Central","2021-04-27",90
"cases","NS","Western","2021-04-28",1
"cases","NS","Northern","2021-04-28",1
"cases","NS","Eastern","2021-04-28",6
"cases","NS","Central","2021-04-28",67
"cases","NS","Western","2021-04-29",0
"cases","NS","Northern","2021-04-29",2
"cases","NS","Eastern","2021-04-29",9
"cases","NS","Central","2021-04-29",59
"cases","NS","Western","2021-04-30",4
"cases","NS","Northern","2021-04-30",3
"cases","NS","Eastern","2021-04-30",3
"cases","NS","Central","2021-04-30",57
"cases","NS","Western","2021-05-01",2
"cases","NS","Northern","2021-05-01",0
"cases","NS","Eastern","2021-05-01",17
"cases","NS","Central","2021-05-01",129
"cases","NS","Western","2021-05-02",6
"cases","NS","Northern","2021-05-02",1
"cases","NS","Eastern","2021-05-02",9
"cases","NS","Central","2021-05-02",117
"cases","NS","Western","2021-05-03",3
"cases","NS","Northern","2021-05-03",4
"cases","NS","Eastern","2021-05-03",9
"cases","NS","Central","2021-05-03",130
"cases","NS","Western","2021-05-04",1
"cases","NS","Northern","2021-05-04",3
"cases","NS","Eastern","2021-05-04",10
"cases","NS","Central","2021-05-04",139
"cases","NS","Western","2021-05-05",9
"cases","NS","Northern","2021-05-05",4
"cases","NS","Eastern","2021-05-05",13
"cases","NS","Central","2021-05-05",149
"cases","NS","Western","2021-05-06",4
"cases","NS","Northern","2021-05-06",7
"cases","NS","Eastern","2021-05-06",16
"cases","NS","Central","2021-05-06",155
"cases","NS","Western","2021-05-07",9
"cases","NS","Northern","2021-05-07",2
"cases","NS","Eastern","2021-05-07",14
"cases","NS","Central","2021-05-07",202
"cases","NS","Western","2021-05-08",8
"cases","NS","Northern","2021-05-08",13
"cases","NS","Eastern","2021-05-08",8
"cases","NS","Central","2021-05-08",134
"cases","NS","Western","2021-05-09",6
"cases","NS","Northern","2021-05-09",5
"cases","NS","Eastern","2021-05-09",16
"cases","NS","Central","2021-05-09",138
"cases","NS","Western","2021-05-10",6
"cases","NS","Northern","2021-05-10",5
"cases","NS","Eastern","2021-05-10",16
"cases","NS","Central","2021-05-10",94
"cases","NS","Western","2021-05-11",5
"cases","NS","Northern","2021-05-11",4
"cases","NS","Eastern","2021-05-11",11
"cases","NS","Central","2021-05-11",98
"cases","NS","Western","2021-05-12",13
"cases","NS","Northern","2021-05-12",9
"cases","NS","Eastern","2021-05-12",11
"cases","NS","Central","2021-05-12",116
"cases","NS","Western","2021-05-13",9
"cases","NS","Northern","2021-05-13",6
"cases","NS","Eastern","2021-05-13",12
"cases","NS","Central","2021-05-13",83
"cases","NS","Western","2021-05-14",7
"cases","NS","Northern","2021-05-14",4
"cases","NS","Eastern","2021-05-14",9
"cases","NS","Central","2021-05-14",97
"cases","NS","Western","2021-05-15",4
"cases","NS","Northern","2021-05-15",5
"cases","NS","Eastern","2021-05-15",11
"cases","NS","Central","2021-05-15",66
"cases","NS","Western","2021-05-16",9
"cases","NS","Northern","2021-05-16",2
"cases","NS","Eastern","2021-05-16",9
"cases","NS","Central","2021-05-16",106
"cases","NS","Western","2021-05-17",3
"cases","NS","Northern","2021-05-17",5
"cases","NS","Eastern","2021-05-17",17
"cases","NS","Central","2021-05-17",66
"cases","NS","Western","2021-05-18",2
"cases","NS","Northern","2021-05-18",7
"cases","NS","Eastern","2021-05-18",17
"cases","NS","Central","2021-05-18",64
"cases","NS","Western","2021-05-19",3
"cases","NS","Northern","2021-05-19",2
"cases","NS","Eastern","2021-05-19",19
"cases","NS","Central","2021-05-19",59
"cases","NS","Western","2021-05-20",2
"cases","NS","Northern","2021-05-20",7
"cases","NS","Eastern","2021-05-20",15
"cases","NS","Central","2021-05-20",41
"cases","NS","Western","2021-05-21",1
"cases","NS","Northern","2021-05-21",6
"cases","NS","Eastern","2021-05-21",11
"cases","NS","Central","2021-05-21",66
"cases","NS","Western","2021-05-22",1
"cases","NS","Northern","2021-05-22",7
"cases","NS","Eastern","2021-05-22",10
"cases","NS","Central","2021-05-22",46
"cases","NS","Western","2021-05-23",1
"cases","NS","Northern","2021-05-23",3
"cases","NS","Eastern","2021-05-23",9
"cases","NS","Central","2021-05-23",61
"cases","NS","Western","2021-05-24",0
"cases","NS","Northern","2021-05-24",0
"cases","NS","Eastern","2021-05-24",8
"cases","NS","Central","2021-05-24",41
"cases","NS","Western","2021-05-25",1
"cases","NS","Northern","2021-05-25",3
"cases","NS","Eastern","2021-05-25",15
"cases","NS","Central","2021-05-25",35
"cases","NS","Western","2021-05-26",0
"cases","NS","Northern","2021-05-26",4
"cases","NS","Eastern","2021-05-26",11
"cases","NS","Central","2021-05-26",22
"cases","NS","Western","2021-05-27",0
"cases","NS","Northern","2021-05-27",1
"cases","NS","Eastern","2021-05-27",18
"cases","NS","Central","2021-05-27",14
"cases","NS","Western","2021-05-28",2
"cases","NS","Northern","2021-05-28",4
"cases","NS","Eastern","2021-05-28",5
"cases","NS","Central","2021-05-28",29
"cases","NS","Western","2021-05-29",3
"cases","NS","Northern","2021-05-29",2
"cases","NS","Eastern","2021-05-29",7
"cases","NS","Central","2021-05-29",21
"cases","NS","Western","2021-05-30",1
"cases","NS","Northern","2021-05-30",0
"cases","NS","Eastern","2021-05-30",5
"cases","NS","Central","2021-05-30",14
"cases","NS","Western","2021-05-31",0
"cases","NS","Northern","2021-05-31",0
"cases","NS","Eastern","2021-05-31",0
"cases","NS","Central","2021-05-31",17
"cases","NS","Western","2021-06-01",0
"cases","NS","Northern","2021-06-01",1
"cases","NS","Eastern","2021-06-01",3
"cases","NS","Central","2021-06-01",8
"cases","NS","Western","2021-06-02",1
"cases","NS","Northern","2021-06-02",1
"cases","NS","Eastern","2021-06-02",3
"cases","NS","Central","2021-06-02",12
"cases","NS","Western","2021-06-03",0
"cases","NS","Northern","2021-06-03",2
"cases","NS","Eastern","2021-06-03",8
"cases","NS","Central","2021-06-03",15
"cases","NS","Western","2021-06-04",0
"cases","NS","Northern","2021-06-04",0
"cases","NS","Eastern","2021-06-04",6
"cases","NS","Central","2021-06-04",9
"cases","NS","Western","2021-06-05",1
"cases","NS","Northern","2021-06-05",0
"cases","NS","Eastern","2021-06-05",4
"cases","NS","Central","2021-06-05",13
"cases","NS","Western","2021-06-06",0
"cases","NS","Northern","2021-06-06",2
"cases","NS","Eastern","2021-06-06",3
"cases","NS","Central","2021-06-06",7
"cases","NS","Western","2021-06-07",1
"cases","NS","Northern","2021-06-07",0
"cases","NS","Eastern","2021-06-07",2
"cases","NS","Central","2021-06-07",11
"cases","NS","Western","2021-06-08",1
"cases","NS","Northern","2021-06-08",0
"cases","NS","Eastern","2021-06-08",7
"cases","NS","Central","2021-06-08",9
"cases","NS","Western","2021-06-09",0
"cases","NS","Northern","2021-06-09",0
"cases","NS","Eastern","2021-06-09",6
"cases","NS","Central","2021-06-09",7
"cases","NS","Western","2021-06-10",0
"cases","NS","Northern","2021-06-10",0
"cases","NS","Eastern","2021-06-10",3
"cases","NS","Central","2021-06-10",12
"cases","NS","Western","2021-06-11",0
"cases","NS","Northern","2021-06-11",0
"cases","NS","Eastern","2021-06-11",2
"cases","NS","Central","2021-06-11",6
"cases","NS","Western","2021-06-12",1
"cases","NS","Northern","2021-06-12",0
"cases","NS","Eastern","2021-06-12",4
"cases","NS","Central","2021-06-12",5
"cases","NS","Western","2021-06-13",2
"cases","NS","Northern","2021-06-13",0
"cases","NS","Eastern","2021-06-13",2
"cases","NS","Central","2021-06-13",4
"cases","NS","Western","2021-06-14",0
"cases","NS","Northern","2021-06-14",0
"cases","NS","Eastern","2021-06-14",0
"cases","NS","Central","2021-06-14",8
"cases","NS","Western","2021-06-15",0
"cases","NS","Northern","2021-06-15",0
"cases","NS","Eastern","2021-06-15",1
"cases","NS","Central","2021-06-15",3
"cases","NS","Western","2021-06-16",0
"cases","NS","Northern","2021-06-16",0
"cases","NS","Eastern","2021-06-16",3
"cases","NS","Central","2021-06-16",5
"cases","NS","Western","2021-06-17",1
"cases","NS","Northern","2021-06-17",0
"cases","NS","Eastern","2021-06-17",1
"cases","NS","Central","2021-06-17",12
"cases","NS","Western","2021-06-18",0
"cases","NS","Northern","2021-06-18",0
"cases","NS","Eastern","2021-06-18",2
"cases","NS","Central","2021-06-18",9
"cases","NS","Western","2021-06-19",2
"cases","NS","Northern","2021-06-19",0
"cases","NS","Eastern","2021-06-19",0
"cases","NS","Central","2021-06-19",4
"cases","NS","Western","2021-06-20",0
"cases","NS","Northern","2021-06-20",0
"cases","NS","Eastern","2021-06-20",0
"cases","NS","Central","2021-06-20",2
"cases","NS","Western","2021-06-21",0
"cases","NS","Northern","2021-06-21",0
"cases","NS","Eastern","2021-06-21",0
"cases","NS","Central","2021-06-21",0
"cases","NS","Western","2021-06-22",1
"cases","NS","Northern","2021-06-22",0
"cases","NS","Eastern","2021-06-22",0
"cases","NS","Central","2021-06-22",1
"cases","NS","Western","2021-06-23",0
"cases","NS","Northern","2021-06-23",0
"cases","NS","Eastern","2021-06-23",0
"cases","NS","Central","2021-06-23",0
"cases","NS","Western","2021-06-24",0
"cases","NS","Northern","2021-06-24",0
"cases","NS","Eastern","2021-06-24",0
"cases","NS","Central","2021-06-24",5
"cases","NS","Western","2021-06-25",0
"cases","NS","Northern","2021-06-25",0
"cases","NS","Eastern","2021-06-25",1
"cases","NS","Central","2021-06-25",15
"cases","NS","Western","2021-06-26",0
"cases","NS","Northern","2021-06-26",0
"cases","NS","Eastern","2021-06-26",0
"cases","NS","Central","2021-06-26",11
"cases","NS","Western","2021-06-27",0
"cases","NS","Northern","2021-06-27",0
"cases","NS","Eastern","2021-06-27",1
"cases","NS","Central","2021-06-27",2
"cases","NS","Western","2021-06-28",0
"cases","NS","Northern","2021-06-28",0
"cases","NS","Eastern","2021-06-28",3
"cases","NS","Central","2021-06-28",1
"cases","NS","Western","2021-06-29",0
"cases","NS","Northern","2021-06-29",0
"cases","NS","Eastern","2021-06-29",1
"cases","NS","Central","2021-06-29",0
"cases","NS","Western","2021-06-30",0
"cases","NS","Northern","2021-06-30",0
"cases","NS","Eastern","2021-06-30",3
"cases","NS","Central","2021-06-30",1
"cases","NS","Western","2021-07-01",0
"cases","NS","Northern","2021-07-01",1
"cases","NS","Eastern","2021-07-01",0
"cases","NS","Central","2021-07-01",3
"cases","NS","Western","2021-07-02",0
"cases","NS","Northern","2021-07-02",0
"cases","NS","Eastern","2021-07-02",1
"cases","NS","Central","2021-07-02",1
"cases","NS","Western","2021-07-03",0
"cases","NS","Northern","2021-07-03",0
"cases","NS","Eastern","2021-07-03",4
"cases","NS","Central","2021-07-03",4
"cases","NS","Western","2021-07-04",0
"cases","NS","Northern","2021-07-04",0
"cases","NS","Eastern","2021-07-04",1
"cases","NS","Central","2021-07-04",2
"cases","NS","Western","2021-07-05",0
"cases","NS","Northern","2021-07-05",0
"cases","NS","Eastern","2021-07-05",0
"cases","NS","Central","2021-07-05",1
"cases","NS","Western","2021-07-06",0
"cases","NS","Northern","2021-07-06",0
"cases","NS","Eastern","2021-07-06",1
"cases","NS","Central","2021-07-06",6
"cases","NS","Western","2021-07-07",0
"cases","NS","Northern","2021-07-07",0
"cases","NS","Eastern","2021-07-07",0
"cases","NS","Central","2021-07-07",1
"cases","NS","Western","2021-07-08",0
"cases","NS","Northern","2021-07-08",0
"cases","NS","Eastern","2021-07-08",2
"cases","NS","Central","2021-07-08",0
"cases","NS","Western","2021-07-09",0
"cases","NS","Northern","2021-07-09",0
"cases","NS","Eastern","2021-07-09",0
"cases","NS","Central","2021-07-09",1
"cases","NS","Western","2021-07-10",1
"cases","NS","Northern","2021-07-10",0
"cases","NS","Eastern","2021-07-10",0
"cases","NS","Central","2021-07-10",0
"cases","NS","Western","2021-07-11",0
"cases","NS","Northern","2021-07-11",0
"cases","NS","Eastern","2021-07-11",0
"cases","NS","Central","2021-07-11",4
"cases","NS","Western","2021-07-12",0
"cases","NS","Northern","2021-07-12",0
"cases","NS","Eastern","2021-07-12",1
"cases","NS","Central","2021-07-12",0
"cases","NS","Western","2021-07-13",1
"cases","NS","Northern","2021-07-13",0
"cases","NS","Eastern","2021-07-13",0
"cases","NS","Central","2021-07-13",0
"cases","NS","Western","2021-07-14",0
"cases","NS","Northern","2021-07-14",0
"cases","NS","Eastern","2021-07-14",0
"cases","NS","Central","2021-07-14",0
"cases","NS","Western","2021-07-15",0
"cases","NS","Northern","2021-07-15",0
"cases","NS","Eastern","2021-07-15",0
"cases","NS","Central","2021-07-15",0
"cases","NS","Western","2021-07-16",0
"cases","NS","Northern","2021-07-16",0
"cases","NS","Eastern","2021-07-16",0
"cases","NS","Central","2021-07-16",0
"cases","NS","Western","2021-07-17",0
"cases","NS","Northern","2021-07-17",0
"cases","NS","Eastern","2021-07-17",0
"cases","NS","Central","2021-07-17",0
"cases","NS","Western","2021-07-18",0
"cases","NS","Northern","2021-07-18",0
