"name","region","date","value_daily"
"hosp_admissions","NS","2022-11-23",4
"hosp_admissions","NS","2022-11-24",6
"hosp_admissions","NS","2022-11-25",9
"hosp_admissions","NS","2022-11-26",4
"hosp_admissions","NS","2022-11-27",2
"hosp_admissions","NS","2022-11-28",8
"hosp_admissions","NS","2022-11-29",5
"hosp_admissions","NS","2022-11-30",3
"hosp_admissions","NS","2022-12-01",5
"hosp_admissions","NS","2022-12-02",8
"hosp_admissions","NS","2022-12-03",3
"hosp_admissions","NS","2022-12-04",5
"hosp_admissions","NS","2022-12-05",6
"hosp_admissions","NS","2022-12-06",6
"hosp_admissions","NS","2022-12-07",4
"hosp_admissions","NS","2022-12-08",7
"hosp_admissions","NS","2022-12-09",3
"hosp_admissions","NS","2022-12-10",5
"hosp_admissions","NS","2022-12-11",6
"hosp_admissions","NS","2022-12-12",6
"hosp_admissions","NS","2022-12-13",8
"hosp_admissions","NS","2022-12-14",8
"hosp_admissions","NS","2022-12-15",0
"hosp_admissions","NS","2022-12-16",4
"hosp_admissions","NS","2022-12-17",6
"hosp_admissions","NS","2022-12-18",7
"hosp_admissions","NS","2022-12-19",3
"hosp_admissions","NS","2022-12-20",6
"hosp_admissions","NS","2022-12-21",4
"hosp_admissions","NS","2022-12-22",7
"hosp_admissions","NS","2022-12-23",0
"hosp_admissions","NS","2022-12-24",2
"hosp_admissions","NS","2022-12-25",7
"hosp_admissions","NS","2022-12-26",8
"hosp_admissions","NS","2022-12-27",7
"hosp_admissions","NS","2022-12-28",3
"hosp_admissions","NS","2022-12-29",8
"hosp_admissions","NS","2022-12-30",8
"hosp_admissions","NS","2022-12-31",6
"hosp_admissions","NS","2023-01-01",9
"hosp_admissions","NS","2023-01-02",5
"hosp_admissions","NS","2023-01-03",5
"hosp_admissions","NS","2023-01-04",14
"hosp_admissions","NS","2023-01-05",12
"hosp_admissions","NS","2023-01-06",5
"hosp_admissions","NS","2023-01-07",6
"hosp_admissions","NS","2023-01-08",10
"hosp_admissions","NS","2023-01-09",4
"hosp_admissions","NS","2023-01-10",7
"hosp_admissions","NS","2023-01-11",2
"hosp_admissions","NS","2023-01-12",3
"hosp_admissions","NS","2023-01-13",7
"hosp_admissions","NS","2023-01-14",6
"hosp_admissions","NS","2023-01-15",7
"hosp_admissions","NS","2023-01-16",7
"hosp_admissions","NS","2023-01-17",4
"hosp_admissions","NS","2023-01-18",8
"hosp_admissions","NS","2023-01-19",3
"hosp_admissions","NS","2023-01-20",6
"hosp_admissions","NS","2023-01-21",5
"hosp_admissions","NS","2023-01-22",5
"hosp_admissions","NS","2023-01-23",5
"hosp_admissions","NS","2023-01-24",9
"hosp_admissions","NS","2023-01-25",5
"hosp_admissions","NS","2023-01-26",2
"hosp_admissions","NS","2023-01-27",6
"hosp_admissions","NS","2023-01-28",7
"hosp_admissions","NS","2023-01-29",7
"hosp_admissions","NS","2023-01-30",3
"hosp_admissions","NS","2023-01-31",5
"hosp_admissions","NS","2023-02-01",7
"hosp_admissions","NS","2023-02-02",5
"hosp_admissions","NS","2023-02-03",3
"hosp_admissions","NS","2023-02-04",6
"hosp_admissions","NS","2023-02-05",6
"hosp_admissions","NS","2023-02-06",8
"hosp_admissions","NS","2023-02-07",7
"hosp_admissions","NS","2023-02-08",3
"hosp_admissions","NS","2023-02-09",2
"hosp_admissions","NS","2023-02-10",5
"hosp_admissions","NS","2023-02-11",2
"hosp_admissions","NS","2023-02-12",4
"hosp_admissions","NS","2023-02-13",6
"hosp_admissions","NS","2023-02-14",3
"hosp_admissions","NS","2023-02-15",4
"hosp_admissions","NS","2023-02-16",3
"hosp_admissions","NS","2023-02-17",2
"hosp_admissions","NS","2023-02-18",3
"hosp_admissions","NS","2023-02-19",1
"hosp_admissions","NS","2023-02-20",5
"hosp_admissions","NS","2023-02-21",6
"hosp_admissions","NS","2023-02-22",7
"hosp_admissions","NS","2023-02-23",3
"hosp_admissions","NS","2023-02-24",3
"hosp_admissions","NS","2023-02-25",6
"hosp_admissions","NS","2023-02-26",4
"hosp_admissions","NS","2023-02-27",3
"hosp_admissions","NS","2023-02-28",5
"hosp_admissions","NS","2023-03-01",1
"hosp_admissions","NS","2023-03-02",1
"hosp_admissions","NS","2023-03-03",0
"hosp_admissions","NS","2023-03-04",1
"hosp_admissions","NS","2023-03-05",3
"hosp_admissions","NS","2023-03-06",3
"hosp_admissions","NS","2023-03-07",3
"hosp_admissions","NS","2023-03-08",4
"hosp_admissions","NS","2023-03-09",2
"hosp_admissions","NS","2023-03-10",3
"hosp_admissions","NS","2023-03-11",2
"hosp_admissions","NS","2023-03-12",3
"hosp_admissions","NS","2023-03-13",1
"hosp_admissions","NS","2023-03-14",1
"hosp_admissions","NS","2023-03-15",5
"hosp_admissions","NS","2023-03-16",3
"hosp_admissions","NS","2023-03-17",0
"hosp_admissions","NS","2023-03-18",4
"hosp_admissions","NS","2023-03-19",3
"hosp_admissions","NS","2023-03-20",2
"hosp_admissions","NS","2023-03-21",1
"hosp_admissions","NS","2023-03-22",1
"hosp_admissions","NS","2023-03-23",3
"hosp_admissions","NS","2023-03-24",4
"hosp_admissions","NS","2023-03-25",3
"hosp_admissions","NS","2023-03-26",2
"hosp_admissions","NS","2023-03-27",1
"hosp_admissions","NS","2023-03-28",3
"hosp_admissions","NS","2023-03-29",2
"hosp_admissions","NS","2023-03-30",2
"hosp_admissions","NS","2023-03-31",3
"hosp_admissions","NS","2023-04-01",3
"hosp_admissions","NS","2023-04-02",5
"hosp_admissions","NS","2023-04-03",3
"hosp_admissions","NS","2023-04-04",0
"hosp_admissions","NS","2023-04-05",5
"hosp_admissions","NS","2023-04-06",4
"hosp_admissions","NS","2023-04-07",3
"hosp_admissions","NS","2023-04-08",3
"hosp_admissions","NS","2023-04-09",1
"hosp_admissions","NS","2023-04-10",0
"hosp_admissions","NS","2023-04-11",3
"hosp_admissions","NS","2023-04-12",6
"hosp_admissions","NS","2023-04-13",2
"hosp_admissions","NS","2023-04-14",5
"hosp_admissions","NS","2023-04-15",5
"hosp_admissions","NS","2023-04-16",3
"hosp_admissions","NS","2023-04-17",4
"hosp_admissions","NS","2023-04-18",4
"hosp_admissions","NS","2023-04-19",1
"hosp_admissions","NS","2023-04-20",4
"hosp_admissions","NS","2023-04-21",4
"hosp_admissions","NS","2023-04-22",2
"hosp_admissions","NS","2023-04-23",3
"hosp_admissions","NS","2023-04-24",1
"hosp_admissions","NS","2023-04-25",2
"hosp_admissions","NS","2023-04-26",3
"hosp_admissions","NS","2023-04-27",3
"hosp_admissions","NS","2023-04-28",3
"hosp_admissions","NS","2023-04-29",1
"hosp_admissions","NS","2023-04-30",2
"hosp_admissions","NS","2023-05-01",2
"hosp_admissions","NS","2023-05-02",4
"hosp_admissions","NS","2023-05-03",3
"hosp_admissions","NS","2023-05-04",2
"hosp_admissions","NS","2023-05-05",1
"hosp_admissions","NS","2023-05-06",2
"hosp_admissions","NS","2023-05-07",2
"hosp_admissions","NS","2023-05-08",4
"hosp_admissions","NS","2023-05-09",5
"hosp_admissions","NS","2023-05-10",2
"hosp_admissions","NS","2023-05-11",4
"hosp_admissions","NS","2023-05-12",5
"hosp_admissions","NS","2023-05-13",2
"hosp_admissions","NS","2023-05-14",2
"hosp_admissions","NS","2023-05-15",3
"hosp_admissions","NS","2023-05-16",1
"hosp_admissions","NS","2023-05-17",3
"hosp_admissions","NS","2023-05-18",1
"hosp_admissions","NS","2023-05-19",1
"hosp_admissions","NS","2023-05-20",2
"hosp_admissions","NS","2023-05-21",0
"hosp_admissions","NS","2023-05-22",2
