"date_start","date_end","region","sub_region_1","cases_weekly","cases_weekly_per_100k","population"
"2020-08-16","2020-08-22","ON","City of Hamilton Public Health Services",19,3.25919521893215,582966
"2020-08-23","2020-08-29","ON","City of Hamilton Public Health Services",18,3.08765862846204,582966
"2020-08-30","2020-09-05","ON","City of Hamilton Public Health Services",33,5.66070748551374,582966
"2020-09-06","2020-09-12","ON","City of Hamilton Public Health Services",19,3.25919521893215,582966
"2020-09-13","2020-09-19","ON","City of Hamilton Public Health Services",37,6.34685384739419,582966
"2020-09-20","2020-09-26","ON","City of Hamilton Public Health Services",68,11.6644881519677,582966
"2020-09-27","2020-10-03","ON","City of Hamilton Public Health Services",57,9.77758565679645,582966
"2020-10-04","2020-10-10","ON","City of Hamilton Public Health Services",187,32.0773424179112,582966
"2020-10-11","2020-10-17","ON","City of Hamilton Public Health Services",143,24.5297324372262,582966
"2020-10-18","2020-10-24","ON","City of Hamilton Public Health Services",161,27.6173910656882,582966
"2020-10-25","2020-10-31","ON","City of Hamilton Public Health Services",181,31.0481228750905,582966
"2020-11-01","2020-11-07","ON","City of Hamilton Public Health Services",285,48.8879282839823,582966
"2020-11-08","2020-11-14","ON","City of Hamilton Public Health Services",282,48.3733185125719,582966
"2020-11-15","2020-11-21","ON","City of Hamilton Public Health Services",293,50.2602210077432,582966
"2020-11-22","2020-11-28","ON","City of Hamilton Public Health Services",451,77.363002302021,582966
"2020-11-29","2020-12-05","ON","City of Hamilton Public Health Services",476,81.6514170637739,582966
"2020-12-06","2020-12-12","ON","City of Hamilton Public Health Services",599,102.750417691598,582966
"2020-12-13","2020-12-19","ON","City of Hamilton Public Health Services",718,123.163271957541,582966
"2020-12-20","2020-12-26","ON","City of Hamilton Public Health Services",631,108.239588586641,582966
"2020-12-27","2021-01-02","ON","City of Hamilton Public Health Services",943,161.759004813317,582966
"2021-01-03","2021-01-09","ON","City of Hamilton Public Health Services",919,156.448965972775,587412
"2021-01-10","2021-01-16","ON","City of Hamilton Public Health Services",712,121.209645019169,587412
"2021-01-17","2021-01-23","ON","City of Hamilton Public Health Services",585,99.589385303671,587412
"2021-01-24","2021-01-30","ON","City of Hamilton Public Health Services",486,82.7357970215113,587412
"2021-01-31","2021-02-06","ON","City of Hamilton Public Health Services",399,67.9250679250679,587412
"2021-02-07","2021-02-13","ON","City of Hamilton Public Health Services",229,38.9845627940866,587412
"2021-02-14","2021-02-20","ON","City of Hamilton Public Health Services",306,52.0929092357664,587412
"2021-02-21","2021-02-27","ON","City of Hamilton Public Health Services",331,56.3488658726754,587412
"2021-02-28","2021-03-06","ON","City of Hamilton Public Health Services",337,57.3702954655336,587412
"2021-03-07","2021-03-13","ON","City of Hamilton Public Health Services",455,77.4584107917441,587412
"2021-03-14","2021-03-20","ON","City of Hamilton Public Health Services",617,105.037009798915,587412
"2021-03-21","2021-03-27","ON","City of Hamilton Public Health Services",714,121.550121550122,587412
"2021-03-28","2021-04-03","ON","City of Hamilton Public Health Services",726,123.592980735838,587412
"2021-04-04","2021-04-10","ON","City of Hamilton Public Health Services",824,140.276330752521,587412
"2021-04-11","2021-04-17","ON","City of Hamilton Public Health Services",1220,207.69068388116,587412
"2021-04-18","2021-04-24","ON","City of Hamilton Public Health Services",1155,196.625196625197,587412
"2021-04-25","2021-05-01","ON","City of Hamilton Public Health Services",1071,182.325182325182,587412
"2021-05-02","2021-05-08","ON","City of Hamilton Public Health Services",968,164.790640981117,587412
"2021-05-09","2021-05-15","ON","City of Hamilton Public Health Services",787,133.977514929896,587412
"2021-05-16","2021-05-22","ON","City of Hamilton Public Health Services",728,123.933457266791,587412
"2021-05-23","2021-05-29","ON","City of Hamilton Public Health Services",424,72.1810245619769,587412
"2021-05-30","2021-06-05","ON","City of Hamilton Public Health Services",357,60.7750607750608,587412
"2021-06-06","2021-06-12","ON","City of Hamilton Public Health Services",162,27.5785990071704,587412
"2021-06-13","2021-06-19","ON","City of Hamilton Public Health Services",112,19.0666857333524,587412
"2021-06-20","2021-06-26","ON","City of Hamilton Public Health Services",100,17.0238265476361,587412
"2021-06-27","2021-07-03","ON","City of Hamilton Public Health Services",75,12.7678699107271,587412
"2021-07-04","2021-07-10","ON","City of Hamilton Public Health Services",79,13.4488229726325,587412
"2021-07-11","2021-07-17","ON","City of Hamilton Public Health Services",72,12.257155114298,587412
"2021-07-18","2021-07-24","ON","City of Hamilton Public Health Services",90,15.3214438928725,587412
"2021-07-25","2021-07-31","ON","City of Hamilton Public Health Services",120,20.4285918571633,587412
"2021-08-01","2021-08-07","ON","City of Hamilton Public Health Services",152,25.8762163524068,587412
"2021-08-08","2021-08-14","ON","City of Hamilton Public Health Services",297,50.5607648464791,587412
"2021-08-15","2021-08-21","ON","City of Hamilton Public Health Services",395,67.2441148631625,587412
"2021-08-22","2021-08-28","ON","City of Hamilton Public Health Services",504,85.8000858000858,587412
"2021-08-29","2021-09-04","ON","City of Hamilton Public Health Services",469,79.8417465084132,587412
"2021-09-05","2021-09-11","ON","City of Hamilton Public Health Services",329,56.0083893417227,587412
"2021-09-12","2021-09-18","ON","City of Hamilton Public Health Services",266,45.2833786167119,587412
"2021-09-19","2021-09-25","ON","City of Hamilton Public Health Services",294,50.05005005005,587412
"2021-09-26","2021-10-02","ON","City of Hamilton Public Health Services",247,42.0488515726611,587412
"2021-10-03","2021-10-09","ON","City of Hamilton Public Health Services",216,36.7714653428939,587412
"2021-10-10","2021-10-16","ON","City of Hamilton Public Health Services",162,27.5785990071704,587412
"2021-10-17","2021-10-23","ON","City of Hamilton Public Health Services",123,20.9393066535924,587412
"2021-10-24","2021-10-30","ON","City of Hamilton Public Health Services",93,15.8321586893015,587412
"2021-10-31","2021-11-06","ON","City of Hamilton Public Health Services",119,20.2583535916869,587412
"2021-11-07","2021-11-13","ON","City of Hamilton Public Health Services",93,15.8321586893015,587412
"2021-11-14","2021-11-20","ON","City of Hamilton Public Health Services",153,26.0464546178832,587412
"2021-11-21","2021-11-27","ON","City of Hamilton Public Health Services",149,25.3655015559777,587412
"2021-11-28","2021-12-04","ON","City of Hamilton Public Health Services",208,35.409559219083,587412
"2021-12-05","2021-12-11","ON","City of Hamilton Public Health Services",340,57.8810102619627,587412
"2021-12-12","2021-12-18","ON","City of Hamilton Public Health Services",796,135.509659319183,587412
"2021-12-19","2021-12-25","ON","City of Hamilton Public Health Services",2733,465.261179546894,587412
"2021-12-26","2022-01-01","ON","City of Hamilton Public Health Services",5058,861.065146779432,587412
"2022-01-02","2022-01-08","ON","City of Hamilton Public Health Services",4147,694.628230682903,597010
"2022-01-09","2022-01-15","ON","City of Hamilton Public Health Services",3187,533.826904071959,597010
"2022-01-16","2022-01-22","ON","City of Hamilton Public Health Services",2442,409.03837456659,597010
"2022-01-23","2022-01-29","ON","City of Hamilton Public Health Services",1329,222.609336527026,597010
"2022-01-30","2022-02-05","ON","City of Hamilton Public Health Services",922,154.436274099261,597010
"2022-02-06","2022-02-12","ON","City of Hamilton Public Health Services",648,108.540895462388,597010
"2022-02-13","2022-02-19","ON","City of Hamilton Public Health Services",461,77.2181370496307,597010
"2022-02-20","2022-02-26","ON","City of Hamilton Public Health Services",422,70.685583156061,597010
"2022-02-27","2022-03-05","ON","City of Hamilton Public Health Services",420,70.3505803922882,597010
"2022-03-06","2022-03-12","ON","City of Hamilton Public Health Services",509,85.2582033801779,597010
"2022-03-13","2022-03-19","ON","City of Hamilton Public Health Services",505,84.5881978526323,597010
"2022-03-20","2022-03-26","ON","City of Hamilton Public Health Services",808,135.341116564212,597010
"2022-03-27","2022-04-02","ON","City of Hamilton Public Health Services",913,152.928761662284,597010
"2022-04-03","2022-04-09","ON","City of Hamilton Public Health Services",1192,199.661647208589,597010
"2022-04-10","2022-04-16","ON","City of Hamilton Public Health Services",1255,210.214234267433,597010
"2022-04-17","2022-04-23","ON","City of Hamilton Public Health Services",1179,197.484129244066,597010
"2022-04-24","2022-04-30","ON","City of Hamilton Public Health Services",909,152.258756134738,597010
"2022-05-01","2022-05-07","ON","City of Hamilton Public Health Services",779,130.483576489506,597010
"2022-05-08","2022-05-14","ON","City of Hamilton Public Health Services",710,118.925981139344,597010
"2022-05-15","2022-05-21","ON","City of Hamilton Public Health Services",452,75.710624612653,597010
"2022-05-22","2022-05-28","ON","City of Hamilton Public Health Services",283,47.4028910738514,597010
"2022-05-29","2022-06-04","ON","City of Hamilton Public Health Services",200,33.5002763772801,597010
"2022-06-05","2022-06-11","ON","City of Hamilton Public Health Services",228,38.1903150700993,597010
"2022-06-12","2022-06-18","ON","City of Hamilton Public Health Services",223,37.3528081606673,597010
"2022-06-19","2022-06-25","ON","City of Hamilton Public Health Services",288,48.2403979832834,597010
"2022-06-26","2022-07-02","ON","City of Hamilton Public Health Services",402,67.335555518333,597010
"2022-07-03","2022-07-09","ON","City of Hamilton Public Health Services",469,78.5581481047219,597010
"2022-07-10","2022-07-16","ON","City of Hamilton Public Health Services",637,106.698380261637,597010
"2022-07-17","2022-07-23","ON","City of Hamilton Public Health Services",592,99.1608180767491,597010
"2022-07-24","2022-07-30","ON","City of Hamilton Public Health Services",566,94.8057821477027,597010
"2022-07-31","2022-08-06","ON","City of Hamilton Public Health Services",648,108.540895462388,597010
"2022-08-07","2022-08-13","ON","City of Hamilton Public Health Services",529,88.6082310179059,597010
"2022-08-14","2022-08-20","ON","City of Hamilton Public Health Services",545,91.2882531280883,597010
"2022-08-21","2022-08-27","ON","City of Hamilton Public Health Services",515,86.2632116714963,597010
"2022-08-28","2022-09-03","ON","City of Hamilton Public Health Services",443,74.2031121756755,597010
"2022-09-04","2022-09-10","ON","City of Hamilton Public Health Services",353,59.1279878058994,597010
"2022-09-11","2022-09-17","ON","City of Hamilton Public Health Services",418,70.0155776285154,597010
"2022-09-18","2022-09-24","ON","City of Hamilton Public Health Services",402,67.335555518333,597010
"2022-09-25","2022-10-01","ON","City of Hamilton Public Health Services",336,56.2804643138306,597010
"2022-10-02","2022-10-08","ON","City of Hamilton Public Health Services",559,93.6332724744979,597010
"2022-10-09","2022-10-15","ON","City of Hamilton Public Health Services",472,79.0606522503811,597010
"2022-10-16","2022-10-22","ON","City of Hamilton Public Health Services",472,79.0606522503811,597010
"2022-10-23","2022-10-29","ON","City of Hamilton Public Health Services",664,111.22091757257,597010
"2022-10-30","2022-11-05","ON","City of Hamilton Public Health Services",612,102.510845714477,597010
"2022-11-06","2022-11-12","ON","City of Hamilton Public Health Services",415,69.5130734828562,597010
"2022-11-13","2022-11-19","ON","City of Hamilton Public Health Services",305,51.0879214753522,597010
"2022-11-20","2022-11-26","ON","City of Hamilton Public Health Services",277,46.397882782533,597010
"2022-11-27","2022-12-03","ON","City of Hamilton Public Health Services",226,37.8553123063265,597010
"2022-12-04","2022-12-10","ON","City of Hamilton Public Health Services",256,42.8803537629185,597010
"2022-12-11","2022-12-17","ON","City of Hamilton Public Health Services",299,50.0829131840338,597010
"2022-12-18","2022-12-24","ON","City of Hamilton Public Health Services",324,54.2704477311938,597010
"2022-12-25","2022-12-31","ON","City of Hamilton Public Health Services",470,78.7256494866083,597010
"2023-01-01","2023-01-07","ON","City of Hamilton Public Health Services",513,84.6755424681683,605842
"2023-01-08","2023-01-14","ON","City of Hamilton Public Health Services",391,64.5382789572199,605842
"2023-01-15","2023-01-21","ON","City of Hamilton Public Health Services",259,42.7504200765216,605842
"2023-01-22","2023-01-28","ON","City of Hamilton Public Health Services",254,41.9251223916467,605842
"2023-01-29","2023-02-04","ON","City of Hamilton Public Health Services",259,42.7504200765216,605842
"2023-02-05","2023-02-11","ON","City of Hamilton Public Health Services",221,36.4781576714721,605842
"2023-02-12","2023-02-18","ON","City of Hamilton Public Health Services",231,38.128753041222,605842
"2023-02-19","2023-02-25","ON","City of Hamilton Public Health Services",213,35.1576813756722,605842
"2023-02-26","2023-03-04","ON","City of Hamilton Public Health Services",217,35.8179195235722,605842
"2023-03-05","2023-03-11","ON","City of Hamilton Public Health Services",196,32.3516692470974,605842
"2023-03-12","2023-03-18","ON","City of Hamilton Public Health Services",199,32.8468478580224,605842
"2023-03-19","2023-03-25","ON","City of Hamilton Public Health Services",170,28.0601212857478,605842
"2023-03-26","2023-04-01","ON","City of Hamilton Public Health Services",197,32.5167287840724,605842
"2023-04-02","2023-04-08","ON","City of Hamilton Public Health Services",116,19.1469062890985,605842
"2023-04-09","2023-04-15","ON","City of Hamilton Public Health Services",56,9.24333407059926,605842
"2023-04-16","2023-04-22","ON","City of Hamilton Public Health Services",43,7.09756008992444,605842
"2023-04-23","2023-04-29","ON","City of Hamilton Public Health Services",45,7.42767916387441,605842
"2023-04-30","2023-05-06","ON","City of Hamilton Public Health Services",51,8.41803638572433,605842
"2023-05-07","2023-05-13","ON","City of Hamilton Public Health Services",47,7.75779823782438,605842
"2023-05-14","2023-05-20","ON","City of Hamilton Public Health Services",34,5.61202425714955,605842
"2023-05-21","2023-05-27","ON","City of Hamilton Public Health Services",50,8.25297684874934,605842
"2023-05-28","2023-06-03","ON","City of Hamilton Public Health Services",81,13.3698224949739,605842
"2023-06-04","2023-06-10","ON","City of Hamilton Public Health Services",37,6.10720286807451,605842
"2023-06-11","2023-06-17","ON","City of Hamilton Public Health Services",23,3.7963693504247,605842
"2023-06-18","2023-06-24","ON","City of Hamilton Public Health Services",42,6.93250055294945,605842
"2023-06-25","2023-07-01","ON","City of Hamilton Public Health Services",43,7.09756008992444,605842
"2023-07-02","2023-07-08","ON","City of Hamilton Public Health Services",28,4.62166703529963,605842
"2023-07-09","2023-07-15","ON","City of Hamilton Public Health Services",51,8.41803638572433,605842
"2023-07-16","2023-07-22","ON","City of Hamilton Public Health Services",32,5.28190518319958,605842
"2023-07-23","2023-07-29","ON","City of Hamilton Public Health Services",23,3.7963693504247,605842
"2023-07-30","2023-08-05","ON","City of Hamilton Public Health Services",29,4.78672657227462,605842
"2023-08-06","2023-08-12","ON","City of Hamilton Public Health Services",52,8.58309592269932,605842
"2023-08-13","2023-08-19","ON","City of Hamilton Public Health Services",55,9.07827453362428,605842
"2023-08-20","2023-08-26","ON","City of Hamilton Public Health Services",57,9.40839360757425,605842
"2023-08-27","2023-09-02","ON","City of Hamilton Public Health Services",71,11.7192271252241,605842
"2023-09-03","2023-09-09","ON","City of Hamilton Public Health Services",74,12.214405736149,605842
"2023-09-10","2023-09-16","ON","City of Hamilton Public Health Services",87,14.3601797168239,605842
"2023-09-17","2023-09-23","ON","City of Hamilton Public Health Services",163,26.9047045269229,605842
"2023-09-24","2023-09-30","ON","City of Hamilton Public Health Services",132,21.7878588806983,605842
"2023-10-01","2023-10-07","ON","City of Hamilton Public Health Services",123,20.3023230479234,605842
"2023-10-08","2023-10-14","ON","City of Hamilton Public Health Services",139,22.9432756395232,605842
"2023-10-15","2023-10-21","ON","City of Hamilton Public Health Services",155,25.584228231123,605842
"2023-10-22","2023-10-28","ON","City of Hamilton Public Health Services",149,24.593871009273,605842
"2023-10-29","2023-11-04","ON","City of Hamilton Public Health Services",73,12.049346199174,605842
"2023-11-05","2023-11-11","ON","City of Hamilton Public Health Services",101,16.6710132344737,605842
"2023-11-12","2023-11-18","ON","City of Hamilton Public Health Services",193,31.8564906361725,605842
"2023-11-19","2023-11-25","ON","City of Hamilton Public Health Services",169,27.8950617487728,605842
"2020-01-05","2020-01-11","ON","Durham Region Health Department",0,0,713532
"2020-01-12","2020-01-18","ON","Durham Region Health Department",0,0,713532
"2020-01-19","2020-01-25","ON","Durham Region Health Department",0,0,713532
"2020-01-26","2020-02-01","ON","Durham Region Health Department",0,0,713532
"2020-02-02","2020-02-08","ON","Durham Region Health Department",0,0,713532
"2020-02-09","2020-02-15","ON","Durham Region Health Department",0,0,713532
"2020-02-16","2020-02-22","ON","Durham Region Health Department",0,0,713532
"2020-02-23","2020-02-29","ON","Durham Region Health Department",2,0.280295768094493,713532
"2020-03-01","2020-03-07","ON","Durham Region Health Department",0,0,713532
"2020-03-08","2020-03-14","ON","Durham Region Health Department",8,1.12118307237797,713532
"2020-03-15","2020-03-21","ON","Durham Region Health Department",25,3.50369710118117,713532
"2020-03-22","2020-03-28","ON","Durham Region Health Department",72,10.0906476514018,713532
"2020-03-29","2020-04-04","ON","Durham Region Health Department",143,20.0411474187563,713532
"2020-04-05","2020-04-11","ON","Durham Region Health Department",120,16.8177460856696,713532
"2020-04-12","2020-04-18","ON","Durham Region Health Department",282,39.5217033013236,713532
"2020-04-19","2020-04-25","ON","Durham Region Health Department",227,31.813569678725,713532
"2020-04-26","2020-05-02","ON","Durham Region Health Department",166,23.2645487518429,713532
"2020-05-03","2020-05-09","ON","Durham Region Health Department",119,16.6775982016224,713532
"2020-05-10","2020-05-16","ON","Durham Region Health Department",86,12.0527180280632,713532
"2020-05-17","2020-05-23","ON","Durham Region Health Department",112,15.6965630132916,713532
"2020-05-24","2020-05-30","ON","Durham Region Health Department",107,14.9958235930554,713532
"2020-05-31","2020-06-06","ON","Durham Region Health Department",109,15.2761193611499,713532
"2020-06-07","2020-06-13","ON","Durham Region Health Department",62,8.68916881092929,713532
"2020-06-14","2020-06-20","ON","Durham Region Health Department",30,4.2044365214174,713532
"2020-06-21","2020-06-27","ON","Durham Region Health Department",20,2.80295768094493,713532
"2020-06-28","2020-07-04","ON","Durham Region Health Department",29,4.06428863737015,713532
"2020-07-05","2020-07-11","ON","Durham Region Health Department",35,4.90517594165363,713532
"2020-07-12","2020-07-18","ON","Durham Region Health Department",31,4.34458440546465,713532
"2020-07-19","2020-07-25","ON","Durham Region Health Department",14,1.96207037666145,713532
"2020-07-26","2020-08-01","ON","Durham Region Health Department",21,2.94310556499218,713532
"2020-08-02","2020-08-08","ON","Durham Region Health Department",13,1.82192249261421,713532
"2020-08-09","2020-08-15","ON","Durham Region Health Department",14,1.96207037666145,713532
"2020-08-16","2020-08-22","ON","Durham Region Health Department",21,2.94310556499218,713532
"2020-08-23","2020-08-29","ON","Durham Region Health Department",30,4.2044365214174,713532
"2020-08-30","2020-09-05","ON","Durham Region Health Department",26,3.64384498522841,713532
"2020-09-06","2020-09-12","ON","Durham Region Health Department",53,7.42783785450407,713532
"2020-09-13","2020-09-19","ON","Durham Region Health Department",73,10.230795535449,713532
"2020-09-20","2020-09-26","ON","Durham Region Health Department",76,10.6512391875907,713532
"2020-09-27","2020-10-03","ON","Durham Region Health Department",117,16.3973024335279,713532
"2020-10-04","2020-10-10","ON","Durham Region Health Department",140,19.6207037666145,713532
"2020-10-11","2020-10-17","ON","Durham Region Health Department",198,27.7492810413548,713532
"2020-10-18","2020-10-24","ON","Durham Region Health Department",258,36.1581540841896,713532
"2020-10-25","2020-10-31","ON","Durham Region Health Department",203,28.4500204615911,713532
"2020-11-01","2020-11-07","ON","Durham Region Health Department",287,40.2224427215598,713532
"2020-11-08","2020-11-14","ON","Durham Region Health Department",359,50.3130903729616,713532
"2020-11-15","2020-11-21","ON","Durham Region Health Department",349,48.9116115324891,713532
"2020-11-22","2020-11-28","ON","Durham Region Health Department",399,55.9190057348514,713532
"2020-11-29","2020-12-05","ON","Durham Region Health Department",599,83.9485825443007,713532
"2020-12-06","2020-12-12","ON","Durham Region Health Department",551,77.2214841100329,713532
"2020-12-13","2020-12-19","ON","Durham Region Health Department",628,88.0128711816709,713532
"2020-12-20","2020-12-26","ON","Durham Region Health Department",626,87.7325754135764,713532
"2020-12-27","2021-01-02","ON","Durham Region Health Department",940,131.739011004412,713532
"2021-01-03","2021-01-09","ON","Durham Region Health Department",1144,157.137245098389,728026
"2021-01-10","2021-01-16","ON","Durham Region Health Department",771,105.902811163338,728026
"2021-01-17","2021-01-23","ON","Durham Region Health Department",531,72.9369555482909,728026
"2021-01-24","2021-01-30","ON","Durham Region Health Department",471,64.6954916445292,728026
"2021-01-31","2021-02-06","ON","Durham Region Health Department",356,48.8993524956526,728026
"2021-02-07","2021-02-13","ON","Durham Region Health Department",247,33.9273597371522,728026
"2021-02-14","2021-02-20","ON","Durham Region Health Department",298,40.9326040553497,728026
"2021-02-21","2021-02-27","ON","Durham Region Health Department",230,31.5922782977531,728026
"2021-02-28","2021-03-06","ON","Durham Region Health Department",274,37.636018493845,728026
"2021-03-07","2021-03-13","ON","Durham Region Health Department",318,43.6797586899369,728026
"2021-03-14","2021-03-20","ON","Durham Region Health Department",486,66.7558576204696,728026
"2021-03-21","2021-03-27","ON","Durham Region Health Department",873,119.913299799732,728026
"2021-03-28","2021-04-03","ON","Durham Region Health Department",1032,141.753179144701,728026
"2021-04-04","2021-04-10","ON","Durham Region Health Department",1536,210.981475936299,728026
"2021-04-11","2021-04-17","ON","Durham Region Health Department",1685,231.447777963974,728026
"2021-04-18","2021-04-24","ON","Durham Region Health Department",1596,219.222939840061,728026
"2021-04-25","2021-05-01","ON","Durham Region Health Department",1509,207.272817179606,728026
"2021-05-02","2021-05-08","ON","Durham Region Health Department",1205,165.51606673388,728026
"2021-05-09","2021-05-15","ON","Durham Region Health Department",1013,139.143382241843,728026
"2021-05-16","2021-05-22","ON","Durham Region Health Department",750,103.018298797021,728026
"2021-05-23","2021-05-29","ON","Durham Region Health Department",456,62.6351256685888,728026
"2021-05-30","2021-06-05","ON","Durham Region Health Department",297,40.7952463236203,728026
"2021-06-06","2021-06-12","ON","Durham Region Health Department",182,24.9991071747438,728026
"2021-06-13","2021-06-19","ON","Durham Region Health Department",110,15.1093504902297,728026
"2021-06-20","2021-06-26","ON","Durham Region Health Department",58,7.96674844030296,728026
"2021-06-27","2021-07-03","ON","Durham Region Health Department",43,5.90638246436254,728026
"2021-07-04","2021-07-10","ON","Durham Region Health Department",34,4.67016287879829,728026
"2021-07-11","2021-07-17","ON","Durham Region Health Department",33,4.53280514706892,728026
"2021-07-18","2021-07-24","ON","Durham Region Health Department",58,7.96674844030296,728026
"2021-07-25","2021-07-31","ON","Durham Region Health Department",79,10.8512608066195,728026
"2021-08-01","2021-08-07","ON","Durham Region Health Department",87,11.9501226604544,728026
"2021-08-08","2021-08-14","ON","Durham Region Health Department",139,19.0927247103812,728026
"2021-08-15","2021-08-21","ON","Durham Region Health Department",185,25.4111803699318,728026
"2021-08-22","2021-08-28","ON","Durham Region Health Department",229,31.4549205660237,728026
"2021-08-29","2021-09-04","ON","Durham Region Health Department",234,32.1417092246705,728026
"2021-09-05","2021-09-11","ON","Durham Region Health Department",208,28.5704081997072,728026
"2021-09-12","2021-09-18","ON","Durham Region Health Department",206,28.2956927362484,728026
"2021-09-19","2021-09-25","ON","Durham Region Health Department",188,25.8232535651199,728026
"2021-09-26","2021-10-02","ON","Durham Region Health Department",183,25.1364649064731,728026
"2021-10-03","2021-10-09","ON","Durham Region Health Department",137,18.8180092469225,728026
"2021-10-10","2021-10-16","ON","Durham Region Health Department",82,11.2633340018076,728026
"2021-10-17","2021-10-23","ON","Durham Region Health Department",89,12.2248381239132,728026
"2021-10-24","2021-10-30","ON","Durham Region Health Department",46,6.31845565955062,728026
"2021-10-31","2021-11-06","ON","Durham Region Health Department",64,8.79089483067913,728026
"2021-11-07","2021-11-13","ON","Durham Region Health Department",172,23.6255298574501,728026
"2021-11-14","2021-11-20","ON","Durham Region Health Department",182,24.9991071747438,728026
"2021-11-21","2021-11-27","ON","Durham Region Health Department",209,28.7077659314365,728026
"2021-11-28","2021-12-04","ON","Durham Region Health Department",188,25.8232535651199,728026
"2021-12-05","2021-12-11","ON","Durham Region Health Department",387,53.1574421792628,728026
"2021-12-12","2021-12-18","ON","Durham Region Health Department",852,117.028787433416,728026
"2021-12-19","2021-12-25","ON","Durham Region Health Department",2429,333.641930370619,728026
"2021-12-26","2022-01-01","ON","Durham Region Health Department",4738,650.800932933714,728026
"2022-01-02","2022-01-08","ON","Durham Region Health Department",4770,639.770380106762,745580
"2022-01-09","2022-01-15","ON","Durham Region Health Department",5672,760.750020118565,745580
"2022-01-16","2022-01-22","ON","Durham Region Health Department",2247,301.376109874192,745580
"2022-01-23","2022-01-29","ON","Durham Region Health Department",1372,184.017811636578,745580
"2022-01-30","2022-02-05","ON","Durham Region Health Department",944,126.612838327208,745580
"2022-02-06","2022-02-12","ON","Durham Region Health Department",725,97.2397328254513,745580
"2022-02-13","2022-02-19","ON","Durham Region Health Department",543,72.8292067920277,745580
"2022-02-20","2022-02-26","ON","Durham Region Health Department",547,73.3657018696854,745580
"2022-02-27","2022-03-05","ON","Durham Region Health Department",505,67.7325035542799,745580
"2022-03-06","2022-03-12","ON","Durham Region Health Department",461,61.8310577000456,745580
"2022-03-13","2022-03-19","ON","Durham Region Health Department",467,62.6358003165321,745580
"2022-03-20","2022-03-26","ON","Durham Region Health Department",560,75.1093108720728,745580
"2022-03-27","2022-04-02","ON","Durham Region Health Department",883,118.431288392929,745580
"2022-04-03","2022-04-09","ON","Durham Region Health Department",1118,149.950374205317,745580
"2022-04-10","2022-04-16","ON","Durham Region Health Department",1125,150.889240591218,745580
"2022-04-17","2022-04-23","ON","Durham Region Health Department",1058,141.902948040452,745580
"2022-04-24","2022-04-30","ON","Durham Region Health Department",794,106.494272915046,745580
"2022-05-01","2022-05-07","ON","Durham Region Health Department",663,88.9240591217576,745580
"2022-05-08","2022-05-14","ON","Durham Region Health Department",521,69.8784838649105,745580
"2022-05-15","2022-05-21","ON","Durham Region Health Department",457,61.2945626223879,745580
"2022-05-22","2022-05-28","ON","Durham Region Health Department",255,34.201561200676,745580
"2022-05-29","2022-06-04","ON","Durham Region Health Department",234,31.3849620429733,745580
"2022-06-05","2022-06-11","ON","Durham Region Health Department",219,29.373105501757,745580
"2022-06-12","2022-06-18","ON","Durham Region Health Department",184,24.6787735722525,745580
"2022-06-19","2022-06-25","ON","Durham Region Health Department",212,28.4342391158561,745580
"2022-06-26","2022-07-02","ON","Durham Region Health Department",279,37.420531666622,745580
"2022-07-03","2022-07-09","ON","Durham Region Health Department",357,47.8821856809464,745580
"2022-07-10","2022-07-16","ON","Durham Region Health Department",430,57.6732208481987,745580
"2022-07-17","2022-07-23","ON","Durham Region Health Department",461,61.8310577000456,745580
"2022-07-24","2022-07-30","ON","Durham Region Health Department",425,57.0026020011266,745580
"2022-07-31","2022-08-06","ON","Durham Region Health Department",380,50.9670323774779,745580
"2022-08-07","2022-08-13","ON","Durham Region Health Department",359,48.1504332197752,745580
"2022-08-14","2022-08-20","ON","Durham Region Health Department",364,48.8210520668473,745580
"2022-08-21","2022-08-27","ON","Durham Region Health Department",330,44.2608439067572,745580
"2022-08-28","2022-09-03","ON","Durham Region Health Department",360,48.2845569891896,745580
"2022-09-04","2022-09-10","ON","Durham Region Health Department",300,40.2371308243247,745580
"2022-09-11","2022-09-17","ON","Durham Region Health Department",250,33.5309423536039,745580
"2022-09-18","2022-09-24","ON","Durham Region Health Department",286,38.3593980525229,745580
"2022-09-25","2022-10-01","ON","Durham Region Health Department",336,45.0655865232436,745580
"2022-10-02","2022-10-08","ON","Durham Region Health Department",346,46.4068242173878,745580
"2022-10-09","2022-10-15","ON","Durham Region Health Department",352,47.2115668338743,745580
"2022-10-16","2022-10-22","ON","Durham Region Health Department",368,49.3575471445049,745580
"2022-10-23","2022-10-29","ON","Durham Region Health Department",380,50.9670323774779,745580
"2022-10-30","2022-11-05","ON","Durham Region Health Department",284,38.091150513694,745580
"2022-11-06","2022-11-12","ON","Durham Region Health Department",233,31.2508382735588,745580
"2022-11-13","2022-11-19","ON","Durham Region Health Department",153,20.5209367204056,745580
"2022-11-20","2022-11-26","ON","Durham Region Health Department",141,18.9114514874326,745580
"2022-11-27","2022-12-03","ON","Durham Region Health Department",188,25.2152686499101,745580
"2022-12-04","2022-12-10","ON","Durham Region Health Department",248,33.2626948147751,745580
"2022-12-11","2022-12-17","ON","Durham Region Health Department",212,28.4342391158561,745580
"2022-12-18","2022-12-24","ON","Durham Region Health Department",242,32.4579521982886,745580
