"name","region","sub_region_1","date","value_daily"
"cases","AB","Edmonton Zone","2019-09-28",0
"cases","AB","Edmonton Zone","2019-10-05",0
"cases","AB","Edmonton Zone","2019-10-12",0
"cases","AB","Edmonton Zone","2019-10-19",0
"cases","AB","Edmonton Zone","2019-10-26",0
"cases","AB","Edmonton Zone","2019-11-02",0
"cases","AB","Edmonton Zone","2019-11-09",0
"cases","AB","Edmonton Zone","2019-11-16",0
"cases","AB","Edmonton Zone","2019-11-23",0
"cases","AB","Edmonton Zone","2019-11-30",0
"cases","AB","Edmonton Zone","2019-12-07",0
"cases","AB","Edmonton Zone","2019-12-14",0
"cases","AB","Edmonton Zone","2019-12-21",0
"cases","AB","Edmonton Zone","2019-12-28",0
"cases","AB","Edmonton Zone","2020-01-04",0
"cases","AB","Edmonton Zone","2020-01-11",0
"cases","AB","Edmonton Zone","2020-01-18",0
"cases","AB","Edmonton Zone","2020-01-25",0
"cases","AB","Edmonton Zone","2020-02-01",0
"cases","AB","Edmonton Zone","2020-02-08",0
"cases","AB","Edmonton Zone","2020-02-15",0
"cases","AB","Edmonton Zone","2020-02-22",0
"cases","AB","Edmonton Zone","2020-02-29",0
"cases","AB","Edmonton Zone","2020-03-07",4
"cases","AB","Edmonton Zone","2020-03-14",26
"cases","AB","Edmonton Zone","2020-03-21",66
"cases","AB","Edmonton Zone","2020-03-28",142
"cases","AB","Edmonton Zone","2020-04-04",105
"cases","AB","Edmonton Zone","2020-04-11",40
"cases","AB","Edmonton Zone","2020-04-18",36
"cases","AB","Edmonton Zone","2020-04-25",50
"cases","AB","Edmonton Zone","2020-05-02",15
"cases","AB","Edmonton Zone","2020-05-09",11
"cases","AB","Edmonton Zone","2020-05-16",6
"cases","AB","Edmonton Zone","2020-05-23",4
"cases","AB","Edmonton Zone","2020-05-30",25
"cases","AB","Edmonton Zone","2020-06-06",77
"cases","AB","Edmonton Zone","2020-06-13",132
"cases","AB","Edmonton Zone","2020-06-20",135
"cases","AB","Edmonton Zone","2020-06-27",172
"cases","AB","Edmonton Zone","2020-07-04",111
"cases","AB","Edmonton Zone","2020-07-11",117
"cases","AB","Edmonton Zone","2020-07-18",154
"cases","AB","Edmonton Zone","2020-07-25",165
"cases","AB","Edmonton Zone","2020-08-01",194
"cases","AB","Edmonton Zone","2020-08-08",287
"cases","AB","Edmonton Zone","2020-08-15",410
"cases","AB","Edmonton Zone","2020-08-22",388
"cases","AB","Edmonton Zone","2020-08-29",403
"cases","AB","Edmonton Zone","2020-09-05",413
"cases","AB","Edmonton Zone","2020-09-12",448
"cases","AB","Edmonton Zone","2020-09-19",538
"cases","AB","Edmonton Zone","2020-09-26",537
"cases","AB","Edmonton Zone","2020-10-03",797
"cases","AB","Edmonton Zone","2020-10-10",903
"cases","AB","Edmonton Zone","2020-10-17",996
"cases","AB","Edmonton Zone","2020-10-24",1315
"cases","AB","Edmonton Zone","2020-10-31",1611
"cases","AB","Edmonton Zone","2020-11-07",2033
"cases","AB","Edmonton Zone","2020-11-14",2746
"cases","AB","Edmonton Zone","2020-11-21",3800
"cases","AB","Edmonton Zone","2020-11-28",5024
"cases","AB","Edmonton Zone","2020-12-05",5411
"cases","AB","Edmonton Zone","2020-12-12",5357
"cases","AB","Edmonton Zone","2020-12-19",4354
"cases","AB","Edmonton Zone","2020-12-26",3021
"cases","AB","Edmonton Zone","2021-01-02",3051
"cases","AB","Edmonton Zone","2021-01-09",2213
"cases","AB","Edmonton Zone","2021-01-16",1754
"cases","AB","Edmonton Zone","2021-01-23",1234
"cases","AB","Edmonton Zone","2021-01-30",843
"cases","AB","Edmonton Zone","2021-02-06",633
"cases","AB","Edmonton Zone","2021-02-13",466
"cases","AB","Edmonton Zone","2021-02-20",399
"cases","AB","Edmonton Zone","2021-02-27",552
"cases","AB","Edmonton Zone","2021-03-06",589
"cases","AB","Edmonton Zone","2021-03-13",589
"cases","AB","Edmonton Zone","2021-03-20",786
"cases","AB","Edmonton Zone","2021-03-27",953
"cases","AB","Edmonton Zone","2021-04-03",1391
"cases","AB","Edmonton Zone","2021-04-10",2274
"cases","AB","Edmonton Zone","2021-04-17",2781
"cases","AB","Edmonton Zone","2021-04-24",3230
"cases","AB","Edmonton Zone","2021-05-01",3186
"cases","AB","Edmonton Zone","2021-05-08",2843
"cases","AB","Edmonton Zone","2021-05-15",2246
"cases","AB","Edmonton Zone","2021-05-22",1312
"cases","AB","Edmonton Zone","2021-05-29",771
"cases","AB","Edmonton Zone","2021-06-05",513
"cases","AB","Edmonton Zone","2021-06-12",273
"cases","AB","Edmonton Zone","2021-06-19",129
"cases","AB","Edmonton Zone","2021-06-26",77
"cases","AB","Edmonton Zone","2021-07-03",49
"cases","AB","Edmonton Zone","2021-07-10",63
"cases","AB","Edmonton Zone","2021-07-17",67
"cases","AB","Edmonton Zone","2021-07-24",144
"cases","AB","Edmonton Zone","2021-07-31",250
"cases","AB","Edmonton Zone","2021-08-07",475
"cases","AB","Edmonton Zone","2021-08-14",928
"cases","AB","Edmonton Zone","2021-08-21",1467
"cases","AB","Edmonton Zone","2021-08-28",2159
"cases","AB","Edmonton Zone","2021-09-04",2558
"cases","AB","Edmonton Zone","2021-09-11",3115
"cases","AB","Edmonton Zone","2021-09-18",2824
"cases","AB","Edmonton Zone","2021-09-25",2815
"cases","AB","Edmonton Zone","2021-10-02",2225
"cases","AB","Edmonton Zone","2021-10-09",1700
"cases","AB","Edmonton Zone","2021-10-16",1221
"cases","AB","Edmonton Zone","2021-10-23",980
"cases","AB","Edmonton Zone","2021-10-30",787
"cases","AB","Edmonton Zone","2021-11-06",639
"cases","AB","Edmonton Zone","2021-11-13",604
"cases","AB","Edmonton Zone","2021-11-20",574
"cases","AB","Edmonton Zone","2021-11-27",589
"cases","AB","Edmonton Zone","2021-12-04",637
"cases","AB","Edmonton Zone","2021-12-11",623
"cases","AB","Edmonton Zone","2021-12-18",1038
"cases","AB","Edmonton Zone","2021-12-25",3628
"cases","AB","Edmonton Zone","2022-01-01",8558
"cases","AB","Edmonton Zone","2022-01-08",14640
"cases","AB","Edmonton Zone","2022-01-15",13332
"cases","AB","Edmonton Zone","2022-01-22",7068
"cases","AB","Edmonton Zone","2022-01-29",5669
"cases","AB","Edmonton Zone","2022-02-05",3718
"cases","AB","Edmonton Zone","2022-02-12",2479
"cases","AB","Edmonton Zone","2022-02-19",1442
"cases","AB","Edmonton Zone","2022-02-26",1084
"cases","AB","Edmonton Zone","2022-03-05",971
"cases","AB","Edmonton Zone","2022-03-12",1016
"cases","AB","Edmonton Zone","2022-03-19",1098
"cases","AB","Edmonton Zone","2022-03-26",1437
"cases","AB","Edmonton Zone","2022-04-02",1612
"cases","AB","Edmonton Zone","2022-04-09",2112
"cases","AB","Edmonton Zone","2022-04-16",2002
"cases","AB","Edmonton Zone","2022-04-23",2307
"cases","AB","Edmonton Zone","2022-04-30",1892
"cases","AB","Edmonton Zone","2022-05-07",1566
"cases","AB","Edmonton Zone","2022-05-14",1215
"cases","AB","Edmonton Zone","2022-05-21",904
"cases","AB","Edmonton Zone","2022-05-28",677
"cases","AB","Edmonton Zone","2022-06-04",535
"cases","AB","Edmonton Zone","2022-06-11",512
"cases","AB","Edmonton Zone","2022-06-18",389
"cases","AB","Edmonton Zone","2022-06-25",291
"cases","AB","Edmonton Zone","2022-07-02",374
"cases","AB","Edmonton Zone","2022-07-09",477
"cases","AB","Edmonton Zone","2022-07-16",574
"cases","AB","Edmonton Zone","2022-07-23",497
"cases","AB","Edmonton Zone","2022-07-30",517
"cases","AB","Edmonton Zone","2022-08-06",501
"cases","AB","Edmonton Zone","2022-08-13",617
